what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1342337445652
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.nextView",1342337445653
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342337446747
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342337446918
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342337446956
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.nextView",1342337446957
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342337447204
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342337448048
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1342337448108
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.nextView",1342337448108
opened,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1342337453457
activated,editor,com.android.ide.eclipse.adt,20.0.0.v201206242043-391819,"com.android.ide.eclipse.editors.CommonXmlEditor",1342337453576
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342337456630
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1342337456661
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342337458176
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342337461483
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342337468207
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342337470526
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1342337471318
